filepath,label
Audio_Song_Actors_01-24\Actor_24\03-02-06-01-02-01-24.pt,6
Audio_Song_Actors_01-24\Actor_24\03-02-06-01-02-02-24.pt,6
Audio_Song_Actors_01-24\Actor_24\03-02-06-02-01-02-24.pt,6
Audio_Song_Actors_01-24\Actor_24\03-02-06-02-02-01-24.pt,6
Audio_Song_Actors_01-24\Actor_24\03-02-06-02-02-02-24.pt,6
Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-01-01-01.pt,1
Audio_Speech_Actors_01-24\Actor_01\03-01-01-01-02-01-01.pt,1
Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-01-01-01.pt,2
Audio_Speech_Actors_01-24\Actor_01\03-01-02-01-01-02-01.pt,2
Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-01-01-01.pt,2
Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-01-02-01.pt,2
Audio_Speech_Actors_01-24\Actor_01\03-01-02-02-02-01-01.pt,2
Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-01-01.pt,3
Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-01-02-01.pt,3
Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-01-01.pt,3
Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-01-01.pt,3
Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-01-01.pt,3
Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-02-01.pt,3
Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-01-01.pt,4
Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-02-01.pt,4
Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-02-01.pt,4
Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-01-01.pt,4
Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-02-01.pt,4
Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-01-01.pt,4
Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-01-01.pt,5
Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-02-01.pt,5
Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-01-01.pt,5
Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-02-01.pt,5
Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-01-01.pt,5
Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-01-01.pt,6
Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-01-01.pt,6
Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-02-01.pt,6
Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-01-01.pt,6
Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-02-01.pt,6
Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-01-01.pt,6
Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-01-01.pt,7
Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-02-01.pt,7
Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-02-02-01.pt,7
Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-02-01.pt,7
Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-02-01.pt,8
Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-02-01.pt,8
Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-01-01.pt,8
Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-02-01.pt,8
Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-01-02.pt,1
Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-02-02.pt,1
Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-01-02.pt,1
Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-01-02.pt,2
Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-02-02.pt,2
Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-02-02.pt,3
Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-01-02.pt,3
Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-02-02.pt,3
Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-02-02.pt,4
Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-02-02.pt,4
Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-01-02.pt,4
Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-02-02.pt,4
Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-01-02.pt,4
Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-02-02.pt,4
Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-01-02.pt,5
Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-02-02.pt,5
Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-01-02.pt,5
Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-02-02.pt,5
Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-02-02.pt,5
Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-01-02.pt,6
Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-01-02.pt,6
Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-01-02.pt,7
Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-02-02.pt,7
Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-01-02.pt,7
Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-02-02.pt,7
Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-01-02.pt,7
Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-02-02.pt,7
Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-02-02.pt,8
Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-01-02.pt,8
Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-01-02.pt,8
Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-02-02.pt,8
Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-01-02.pt,8
Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-02-03.pt,1
Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-01-03.pt,1
Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-01-03.pt,2
Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-01-03.pt,2
Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-02-03.pt,2
Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-01-03.pt,2
Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-02-03.pt,2
Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-01-03.pt,2
Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-02-03.pt,3
Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-01-03.pt,3
Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-02-03.pt,3
Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-01-03.pt,3
Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-02-03.pt,3
Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-01-03.pt,3
Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-02-03.pt,3
Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-02-03.pt,4
Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-01-01-03.pt,4
Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-02-01-03.pt,4
Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-01-03.pt,5
Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-02-03.pt,5
Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-01-03.pt,5
Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-01-03.pt,5
Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-02-03.pt,5
Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-01-03.pt,5
Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-02-03.pt,5
Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-02-03.pt,6
Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-01-03.pt,6
Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-02-03.pt,6
Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-02-03.pt,6
Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-01-03.pt,6
Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-02-03.pt,6
Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-01-03.pt,7
Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-02-03.pt,7
Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-01-03.pt,7
Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-02-03.pt,7
Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-01-03.pt,7
Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-02-03.pt,7
Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-01-03.pt,7
Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-02-03.pt,7
Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-02-03.pt,8
Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-01-03.pt,8
Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-02-03.pt,8
Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-01-03.pt,8
Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-01-03.pt,8
Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-02-03.pt,8
Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-01-01-04.pt,1
Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-01-02-04.pt,1
Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-02-02-04.pt,1
Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-01-01-04.pt,2
Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-01-02-04.pt,2
Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-02-01-04.pt,2
Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-02-02-04.pt,2
Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-01-02-04.pt,2
Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-02-01-04.pt,2
Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-02-02-04.pt,2
Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-02-01-04.pt,3
Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-02-02-04.pt,3
Audio_Speech_Actors_01-24\Actor_04\03-01-03-02-01-01-04.pt,3
Audio_Speech_Actors_01-24\Actor_04\03-01-03-02-01-02-04.pt,3
Audio_Speech_Actors_01-24\Actor_04\03-01-03-02-02-01-04.pt,3
Audio_Speech_Actors_01-24\Actor_04\03-01-04-01-01-02-04.pt,4
Audio_Speech_Actors_01-24\Actor_04\03-01-04-01-02-01-04.pt,4
Audio_Speech_Actors_01-24\Actor_04\03-01-04-02-01-02-04.pt,4
Audio_Speech_Actors_01-24\Actor_04\03-01-04-02-02-01-04.pt,4
Audio_Speech_Actors_01-24\Actor_04\03-01-04-02-02-02-04.pt,4
Audio_Speech_Actors_01-24\Actor_04\03-01-05-01-01-01-04.pt,5
Audio_Speech_Actors_01-24\Actor_04\03-01-05-01-01-02-04.pt,5
Audio_Speech_Actors_01-24\Actor_04\03-01-05-01-02-02-04.pt,5
Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-01-01-04.pt,5
Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-01-02-04.pt,5
Audio_Speech_Actors_01-24\Actor_04\03-01-05-02-02-01-04.pt,5
Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-01-01-04.pt,6
Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-01-02-04.pt,6
Audio_Speech_Actors_01-24\Actor_04\03-01-06-01-02-02-04.pt,6
Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-01-01-04.pt,6
Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-01-02-04.pt,6
Audio_Speech_Actors_01-24\Actor_04\03-01-06-02-02-01-04.pt,6
Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-01-01-04.pt,7
Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-01-02-04.pt,7
Audio_Speech_Actors_01-24\Actor_04\03-01-07-01-02-02-04.pt,7
Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-01-02-04.pt,7
Audio_Speech_Actors_01-24\Actor_04\03-01-07-02-02-01-04.pt,7
Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-01-02-04.pt,8
Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-02-01-04.pt,8
Audio_Speech_Actors_01-24\Actor_04\03-01-08-01-02-02-04.pt,8
Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-01-02-04.pt,8
Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-02-02-04.pt,8
Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-02-05.pt,1
Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-02-05.pt,1
Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-01-01-05.pt,2
Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-02-01-05.pt,2
Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-01-01-05.pt,2
Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-01-02-05.pt,2
Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-02-01-05.pt,2
Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-01-05.pt,3
Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-02-05.pt,3
Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-02-05.pt,3
Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-01-05.pt,3
Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-02-05.pt,3
Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-02-05.pt,4
Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-01-05.pt,4
Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-02-05.pt,4
Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-01-02-05.pt,4
Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-01-05.pt,4
Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-02-05.pt,4
Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-01-02-05.pt,5
Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-02-01-05.pt,5
Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-02-02-05.pt,5
Audio_Speech_Actors_01-24\Actor_05\03-01-05-02-02-02-05.pt,5
Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-01-01-05.pt,6
Audio_Speech_Actors_01-24\Actor_05\03-01-06-01-02-02-05.pt,6
Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-01-01-05.pt,6
Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-01-02-05.pt,6
Audio_Speech_Actors_01-24\Actor_05\03-01-06-02-02-01-05.pt,6
Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-01-02-05.pt,7
Audio_Speech_Actors_01-24\Actor_05\03-01-07-01-02-02-05.pt,7
Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-01-01-05.pt,7
Audio_Speech_Actors_01-24\Actor_05\03-01-07-02-02-02-05.pt,7
Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-01-01-05.pt,8
Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-01-02-05.pt,8
Audio_Speech_Actors_01-24\Actor_05\03-01-08-01-02-01-05.pt,8
Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-01-01-05.pt,8
Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-01-02-05.pt,8
Audio_Speech_Actors_01-24\Actor_05\03-01-08-02-02-01-05.pt,8
Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-01-02-06.pt,1
Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-01-06.pt,1
Audio_Speech_Actors_01-24\Actor_06\03-01-01-01-02-02-06.pt,1
Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-01-01-06.pt,2
Audio_Speech_Actors_01-24\Actor_06\03-01-02-01-02-02-06.pt,2
Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-01-02-06.pt,2
Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-02-01-06.pt,2
Audio_Speech_Actors_01-24\Actor_06\03-01-02-02-02-02-06.pt,2
Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-01-02-06.pt,3
Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-01-06.pt,3
Audio_Speech_Actors_01-24\Actor_06\03-01-03-01-02-02-06.pt,3
Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-01-06.pt,3
Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-01-02-06.pt,3
Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-01-06.pt,3
Audio_Speech_Actors_01-24\Actor_06\03-01-03-02-02-02-06.pt,3
Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-02-06.pt,4
Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-01-06.pt,4
Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-02-06.pt,4
Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-02-06.pt,4
Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-01-06.pt,4
Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-01-06.pt,5
Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-01-06.pt,5
Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-02-06.pt,5
Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-01-06.pt,5
Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-02-06.pt,5
Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-01-06.pt,5
Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-02-06.pt,6
Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-01-06.pt,6
Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-02-06.pt,6
Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-01-06.pt,6
Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-02-06.pt,6
Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-01-06.pt,6
Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-02-06.pt,6
Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-02-06.pt,7
Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-01-06.pt,7
Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-01-06.pt,7
Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-01-06.pt,8
Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-02-06.pt,8
Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-01-06.pt,8
Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-02-06.pt,8
Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-01-06.pt,8
Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-02-06.pt,8
Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-01-07.pt,1
Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-01-07.pt,1
Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-01-02-07.pt,2
Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-02-02-07.pt,2
Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-01-07.pt,2
Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-02-07.pt,2
Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-01-07.pt,2
Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-02-07.pt,2
Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-01-07.pt,3
Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-02-07.pt,3
Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-01-07.pt,3
Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-01-07.pt,3
Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-02-07.pt,3
Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-01-07.pt,3
Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-02-07.pt,3
Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-01-07.pt,4
Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-02-07.pt,4
Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-01-07.pt,4
Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-01-07.pt,4
Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-02-07.pt,4
Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-01-07.pt,5
Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-01-07.pt,5
Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-02-07.pt,5
Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-01-07.pt,5
Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-02-02-07.pt,5
Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-01-07.pt,6
Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-01-02-07.pt,6
Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-01-07.pt,6
Audio_Speech_Actors_01-24\Actor_07\03-01-06-01-02-02-07.pt,6
Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-01-07.pt,6
Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-01-02-07.pt,6
Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-01-07.pt,6
Audio_Speech_Actors_01-24\Actor_07\03-01-06-02-02-02-07.pt,6
Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-01-02-07.pt,7
Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-01-07.pt,7
Audio_Speech_Actors_01-24\Actor_07\03-01-07-01-02-02-07.pt,7
Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-01-02-07.pt,7
Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-02-01-07.pt,7
Audio_Speech_Actors_01-24\Actor_07\03-01-07-02-02-02-07.pt,7
Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-01-01-07.pt,8
Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-01-02-07.pt,8
Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-02-01-07.pt,8
Audio_Speech_Actors_01-24\Actor_07\03-01-08-01-02-02-07.pt,8
Audio_Speech_Actors_01-24\Actor_07\03-01-08-02-02-01-07.pt,8
Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-01-01-08.pt,1
Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-01-08.pt,1
Audio_Speech_Actors_01-24\Actor_08\03-01-01-01-02-02-08.pt,1
Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-01-02-08.pt,2
Audio_Speech_Actors_01-24\Actor_08\03-01-02-01-02-02-08.pt,2
Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-01-01-08.pt,2
Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-01-02-08.pt,2
Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-02-01-08.pt,2
Audio_Speech_Actors_01-24\Actor_08\03-01-02-02-02-02-08.pt,2
Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-01-01-08.pt,3
Audio_Speech_Actors_01-24\Actor_08\03-01-03-01-01-02-08.pt,3
Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-01-01-08.pt,3
Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-01-02-08.pt,3
Audio_Speech_Actors_01-24\Actor_08\03-01-03-02-02-02-08.pt,3
Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-01-01-08.pt,4
Audio_Speech_Actors_01-24\Actor_08\03-01-04-01-02-01-08.pt,4
Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-01-01-08.pt,4
Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-01-02-08.pt,4
Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-02-01-08.pt,4
Audio_Speech_Actors_01-24\Actor_08\03-01-04-02-02-02-08.pt,4
Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-01-02-08.pt,5
Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-02-01-08.pt,5
Audio_Speech_Actors_01-24\Actor_08\03-01-05-01-02-02-08.pt,5
Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-01-02-08.pt,5
Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-02-01-08.pt,5
Audio_Speech_Actors_01-24\Actor_08\03-01-05-02-02-02-08.pt,5
Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-01-01-08.pt,6
Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-01-02-08.pt,6
Audio_Speech_Actors_01-24\Actor_08\03-01-06-01-02-01-08.pt,6
Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-01-01-08.pt,6
Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-02-01-08.pt,6
Audio_Speech_Actors_01-24\Actor_08\03-01-06-02-02-02-08.pt,6
Audio_Speech_Actors_01-24\Actor_08\03-01-07-01-01-01-08.pt,7
Audio_Speech_Actors_01-24\Actor_08\03-01-07-01-02-01-08.pt,7
Audio_Speech_Actors_01-24\Actor_08\03-01-07-02-01-02-08.pt,7
Audio_Speech_Actors_01-24\Actor_08\03-01-08-01-01-01-08.pt,8
Audio_Speech_Actors_01-24\Actor_08\03-01-08-01-02-01-08.pt,8
Audio_Speech_Actors_01-24\Actor_08\03-01-08-01-02-02-08.pt,8
Audio_Speech_Actors_01-24\Actor_08\03-01-08-02-01-01-08.pt,8
Audio_Speech_Actors_01-24\Actor_08\03-01-08-02-02-01-08.pt,8
Audio_Speech_Actors_01-24\Actor_08\03-01-08-02-02-02-08.pt,8
Audio_Speech_Actors_01-24\Actor_09\03-01-01-01-01-02-09.pt,1
Audio_Speech_Actors_01-24\Actor_09\03-01-01-01-02-02-09.pt,1
Audio_Speech_Actors_01-24\Actor_09\03-01-02-01-01-01-09.pt,2
Audio_Speech_Actors_01-24\Actor_09\03-01-02-01-01-02-09.pt,2
Audio_Speech_Actors_01-24\Actor_09\03-01-02-01-02-02-09.pt,2
Audio_Speech_Actors_01-24\Actor_09\03-01-02-02-01-01-09.pt,2
Audio_Speech_Actors_01-24\Actor_09\03-01-02-02-02-02-09.pt,2
Audio_Speech_Actors_01-24\Actor_09\03-01-03-01-01-01-09.pt,3
Audio_Speech_Actors_01-24\Actor_09\03-01-03-01-01-02-09.pt,3
Audio_Speech_Actors_01-24\Actor_09\03-01-03-01-02-01-09.pt,3
Audio_Speech_Actors_01-24\Actor_09\03-01-03-02-01-01-09.pt,3
Audio_Speech_Actors_01-24\Actor_09\03-01-03-02-01-02-09.pt,3
Audio_Speech_Actors_01-24\Actor_09\03-01-03-02-02-01-09.pt,3
Audio_Speech_Actors_01-24\Actor_09\03-01-03-02-02-02-09.pt,3
Audio_Speech_Actors_01-24\Actor_09\03-01-04-01-01-02-09.pt,4
